station_id,date,time,weather_condition,temperature,rainfall,visibility
WS-NORTH,07/01/2025,08:00,clear,12.5,0.0,10000.0
WS-NORTH,07/01/2025,09:00,Clear,13.0,0.0,10000.0
WS-NORTH,07/01/2025,10:00,Clear,17.2,0.0,10000.0
WS-NORTH,07/01/2025,11:00,Clear,17.9,0.0,10000.0
WS-NORTH,07/01/2025,12:00,CLEAR,17.4,0.0,10000.0
WS-NORTH,07/01/2025,13:00,Clear,19.4,0.0,10000.0
WS-NORTH,07/01/2025,14:00,Clear,18.9,0.0,10000.0
WS-NORTH,07/01/2025,15:00,CLEAR,17.0,0.0,10000.0
WS-NORTH,07/01/2025,16:00,Clear,19.6,0.0,10000.0
WS-NORTH,07/01/2025,17:00,clear,17.7,0.0,10000.0
WS-NORTH,07/01/2025,18:00,CLEAR,18.8,0.0,10000.0
WS-NORTH,07/01/2025,19:00,Clear,,0.0,10000.0
WS-NORTH,07/01/2025,20:00,Clear,17.3,0.0,10000.0
WS-NORTH,07/01/2025,21:00,Clear,14.3,0.0,10000.0
WS-NORTH,07/01/2025,22:00,clear,13.3,0.0,10000.0
WS-NORTH,07/01/2025,23:00,Clear,12.1,0.0,10000.0
WS-NORTH,08/01/2025,00:00,Clear,11.7,0.0,10000.0
WS-NORTH,08/01/2025,01:00,CLEAR,8.1,0.0,10000.0
WS-NORTH,08/01/2025,02:00,Clear,10.0,0.0,10000.0
WS-NORTH,08/01/2025,03:00,clear,8.2,0.0,10000.0
WS-NORTH,08/01/2025,04:00,Clear,10.2,0.0,10000.0
WS-NORTH,08/01/2025,05:00,CLEAR,11.9,0.0,10000.0
WS-NORTH,08/01/2025,06:00,Clear,9.6,0.0,10000.0
WS-NORTH,08/01/2025,07:00,Clear,13.0,0.0,10000.0
WS-NORTH,08/01/2025,08:00,Clear,13.4,0.0,10000.0
WS-NORTH,08/01/2025,09:00,Clear,15.2,0.0,10000.0
WS-NORTH,08/01/2025,10:00,clear,16.1,0.0,10000.0
WS-NORTH,08/01/2025,11:00,Clear,17.2,0.0,10000.0
WS-NORTH,08/01/2025,12:00,CLEAR,18.8,0.0,10000.0
WS-NORTH,08/01/2025,13:00,clear,19.3,0.0,10000.0
WS-NORTH,08/01/2025,14:00,clear,17.8,0.0,10000.0
WS-NORTH,08/01/2025,15:00,Clear,21.0,0.0,10000.0
WS-NORTH,08/01/2025,16:00,Clear,18.7,0.0,10000.0
WS-NORTH,08/01/2025,17:00,clear,17.8,0.0,10000.0
WS-NORTH,08/01/2025,18:00,Clear,19.0,0.0,10000.0
WS-NORTH,08/01/2025,19:00,clear,16.1,0.0,10000.0
WS-NORTH,08/01/2025,20:00,CLEAR,14.2,0.0,10000.0
WS-NORTH,08/01/2025,21:00,Clear,11.8,0.0,10000.0
WS-NORTH,08/01/2025,22:00,Clear,14.4,0.0,10000.0
WS-NORTH,08/01/2025,23:00,Clear,13.5,0.0,10000.0
WS-NORTH,09/01/2025,00:00,CLEAR,11.4,0.0,10000.0
WS-NORTH,09/01/2025,01:00,clear,10.8,0.0,10000.0
WS-NORTH,09/01/2025,02:00,clear,10.1,0.0,10000.0
WS-NORTH,09/01/2025,03:00,clear,8.9,0.0,10000.0
WS-NORTH,09/01/2025,04:00,Clear,11.9,0.0,10000.0
WS-NORTH,09/01/2025,05:00,CLEAR,12.7,0.0,10000.0
WS-NORTH,09/01/2025,06:00,CLEAR,12.0,0.0,10000.0
WS-NORTH,09/01/2025,07:00,Clear,13.8,0.0,10000.0
WS-NORTH,09/01/2025,08:00,CLEAR,12.0,0.0,10000.0
WS-NORTH,09/01/2025,09:00,Clear,14.5,0.0,10000.0
WS-NORTH,09/01/2025,10:00,Clear,15.3,0.0,10000.0
WS-NORTH,09/01/2025,11:00,CLEAR,18.2,0.0,10000.0
WS-NORTH,09/01/2025,12:00,CLEAR,18.8,0.0,10000.0
WS-NORTH,09/01/2025,13:00,Cloudy,18.6,0.0,10000.0
WS-NORTH,09/01/2025,14:00,Overcast,,0.0,10000.0
WS-NORTH,09/01/2025,15:00,Clear,18.7,0.0,10000.0
WS-NORTH,09/01/2025,16:00,Clear,19.9,0.0,10000.0
WS-NORTH,09/01/2025,17:00,Clear,18.8,0.0,10000.0
WS-NORTH,09/01/2025,18:00,Clear,18.1,0.0,10000.0
WS-NORTH,09/01/2025,19:00,Clear,18.1,0.0,10000.0
WS-NORTH,09/01/2025,20:00,Clear,15.3,0.0,10000.0
WS-NORTH,09/01/2025,21:00,clear,15.3,0.0,10000.0
WS-NORTH,09/01/2025,22:00,Clear,13.6,0.0,10000.0
WS-NORTH,09/01/2025,23:00,CLEAR,11.3,0.0,10000.0
WS-NORTH,10/01/2025,00:00,Clear,10.9,0.0,10000.0
WS-NORTH,10/01/2025,01:00,Clear,10.4,0.0,10000.0
WS-NORTH,10/01/2025,02:00,Clear,8.1,0.0,10000.0
WS-NORTH,10/01/2025,03:00,Clear,10.2,0.0,10000.0
WS-NORTH,10/01/2025,04:00,clear,10.7,0.0,10000.0
WS-NORTH,10/01/2025,05:00,CLEAR,10.2,0.0,10000.0
WS-NORTH,10/01/2025,06:00,Clear,10.8,0.0,
WS-NORTH,10/01/2025,07:00,CLEAR,11.4,0.0,10000.0
WS-NORTH,10/01/2025,08:00,CLEAR,13.4,0.0,10000.0
WS-NORTH,10/01/2025,09:00,Clear,14.8,0.0,10000.0
WS-NORTH,10/01/2025,10:00,Clear,16.6,0.0,10000.0
WS-NORTH,10/01/2025,11:00,Clear,17.7,0.0,10000.0
WS-NORTH,10/01/2025,12:00,CLEAR,17.9,0.0,10000.0
WS-NORTH,10/01/2025,13:00,Clear,22.8,0.0,10000.0
WS-NORTH,10/01/2025,14:00,Clear,18.6,0.0,10000.0
WS-NORTH,10/01/2025,15:00,Cloudy,17.1,0.0,10000.0
WS-NORTH,10/01/2025,16:00,Overcast,19.8,0.0,10000.0
WS-NORTH,10/01/2025,17:00,Cloudy,18.6,0.0,10000.0
WS-NORTH,10/01/2025,18:00,cloudy,19.5,0.0,10000.0
WS-NORTH,10/01/2025,19:00,Clear,17.0,0.0,10000.0
WS-NORTH,10/01/2025,20:00,Clear,15.7,0.0,10000.0
WS-NORTH,10/01/2025,21:00,CLEAR,15.8,0.0,10000.0
WS-NORTH,10/01/2025,22:00,Clear,13.3,0.0,10000.0
WS-NORTH,10/01/2025,23:00,Clear,13.2,0.0,10000.0
WS-NORTH,11/01/2025,00:00,Clear,9.3,0.0,10000.0
WS-NORTH,11/01/2025,01:00,Clear,8.3,0.0,10000.0
WS-NORTH,11/01/2025,02:00,Clear,8.8,0.0,10000.0
WS-NORTH,11/01/2025,03:00,Clear,9.4,0.0,10000.0
WS-NORTH,11/01/2025,04:00,Clear,9.0,0.0,10000.0
WS-NORTH,11/01/2025,05:00,CLEAR,10.5,0.0,10000.0
WS-NORTH,11/01/2025,06:00,CLEAR,13.2,0.0,10000.0
WS-NORTH,11/01/2025,07:00,CLEAR,9.9,0.0,10000.0
WS-NORTH,11/01/2025,08:00,Clear,11.9,0.0,10000.0
WS-NORTH,11/01/2025,09:00,Clear,15.5,0.0,10000.0
WS-NORTH,11/01/2025,10:00,Overcast,15.2,0.0,10000.0
WS-NORTH,11/01/2025,11:00,Cloudy,17.3,0.0,10000.0
WS-NORTH,11/01/2025,12:00,Cloudy,16.4,0.0,10000.0
WS-NORTH,11/01/2025,13:00,Overcast,17.8,0.0,10000.0
WS-NORTH,11/01/2025,14:00,cloudy,21.7,0.0,10000.0
WS-NORTH,11/01/2025,15:00,CLEAR,19.9,0.0,10000.0
WS-NORTH,11/01/2025,16:00,Clear,21.5,0.0,10000.0
WS-NORTH,11/01/2025,17:00,Clear,19.4,0.0,10000.0
WS-NORTH,11/01/2025,18:00,Cloudy,18.7,0.0,10000.0
WS-NORTH,11/01/2025,19:00,Cloudy,16.7,0.0,10000.0
WS-NORTH,11/01/2025,20:00,Cloudy,17.5,0.0,10000.0
WS-NORTH,11/01/2025,21:00,Cloudy,13.7,0.0,10000.0
WS-NORTH,11/01/2025,22:00,Cloudy,12.6,0.0,10000.0
WS-NORTH,11/01/2025,23:00,Cloudy,12.2,0.0,10000.0
WS-NORTH,12/01/2025,00:00,Clear,10.0,0.0,10000.0
WS-NORTH,12/01/2025,01:00,clear,9.6,0.0,10000.0
WS-NORTH,12/01/2025,02:00,Clear,10.0,0.0,10000.0
WS-NORTH,12/01/2025,03:00,Clear,9.4,0.0,10000.0
WS-NORTH,12/01/2025,04:00,clear,10.6,0.0,10000.0
WS-NORTH,12/01/2025,05:00,Clear,10.7,0.0,10000.0
WS-NORTH,12/01/2025,06:00,CLEAR,14.3,0.0,10000.0
WS-NORTH,12/01/2025,07:00,CLEAR,11.6,0.0,10000.0
WS-NORTH,12/01/2025,08:00,CLEAR,13.6,0.0,10000.0
WS-NORTH,12/01/2025,09:00,clear,16.5,0.0,10000.0
WS-NORTH,12/01/2025,10:00,Clear,17.0,0.0,10000.0
WS-NORTH,12/01/2025,11:00,Clear,16.8,0.0,10000.0
WS-NORTH,12/01/2025,12:00,Clear,16.0,0.0,10000.0
WS-NORTH,12/01/2025,13:00,Clear,17.5,0.0,10000.0
WS-NORTH,12/01/2025,14:00,Clear,18.9,0.0,10000.0
WS-NORTH,12/01/2025,15:00,Clear,19.2,0.0,10000.0
WS-NORTH,12/01/2025,16:00,clear,20.8,0.0,10000.0
WS-NORTH,12/01/2025,17:00,Clear,15.2,0.0,10000.0
WS-NORTH,12/01/2025,18:00,Overcast,20.2,0.0,10000.0
WS-NORTH,12/01/2025,19:00,Cloudy,16.2,0.0,10000.0
WS-NORTH,12/01/2025,20:00,Cloudy,15.0,0.0,10000.0
WS-NORTH,12/01/2025,21:00,Cloudy,15.6,0.0,10000.0
WS-NORTH,12/01/2025,22:00,Cloudy,13.1,0.0,10000.0
WS-NORTH,12/01/2025,23:00,Overcast,10.8,0.0,10000.0
WS-NORTH,13/01/2025,00:00,Clear,11.7,0.0,10000.0
WS-NORTH,13/01/2025,01:00,Rain,10.7,6.3,4548.0
WS-NORTH,13/01/2025,02:00,rain ,7.7,4.0,2983.0
WS-NORTH,13/01/2025,03:00,Rain,,2.1,2245.0
WS-NORTH,13/01/2025,04:00,Clear,10.5,0.0,10000.0
WS-NORTH,13/01/2025,05:00,Clear,10.3,0.0,10000.0
WS-NORTH,13/01/2025,06:00,Clear,11.4,0.0,10000.0
WS-NORTH,13/01/2025,07:00,Clear,10.1,0.0,10000.0
WS-NORTH,13/01/2025,08:00,Cloudy,14.4,0.0,10000.0
WS-NORTH,13/01/2025,09:00,Cloudy,13.7,0.0,10000.0
WS-NORTH,13/01/2025,10:00,Overcast,15.2,0.0,10000.0
WS-NORTH,13/01/2025,11:00,clear,18.1,0.0,10000.0
WS-NORTH,13/01/2025,12:00,Clear,19.8,0.0,10000.0
WS-NORTH,13/01/2025,13:00,Clear,20.9,0.0,10000.0
WS-NORTH,13/01/2025,14:00,Clear,16.9,0.0,10000.0
WS-NORTH,13/01/2025,15:00,Overcast,19.1,0.0,10000.0
WS-NORTH,13/01/2025,16:00,Cloudy,18.8,0.0,10000.0
WS-NORTH,13/01/2025,17:00,Overcast,18.5,0.0,
WS-NORTH,13/01/2025,18:00,Cloudy,18.5,0.0,10000.0
WS-NORTH,13/01/2025,19:00,Cloudy,17.4,0.0,10000.0
WS-NORTH,13/01/2025,20:00,Cloudy,17.2,0.0,10000.0
WS-NORTH,13/01/2025,21:00,Overcast,13.9,0.0,10000.0
WS-NORTH,13/01/2025,22:00,Clear,14.8,0.0,10000.0
WS-NORTH,13/01/2025,23:00,rain ,11.5,5.4,2557.0
WS-NORTH,14/01/2025,00:00,Rain,12.7,3.4,2204.0
WS-NORTH,14/01/2025,01:00,Cloudy,9.7,0.0,10000.0
WS-NORTH,14/01/2025,02:00,cloudy,8.7,0.0,10000.0
WS-NORTH,14/01/2025,03:00,Cloudy,7.9,0.0,10000.0
WS-NORTH,14/01/2025,04:00,Clear,12.0,0.0,10000.0
WS-NORTH,14/01/2025,05:00,Clear,,0.0,10000.0
WS-NORTH,14/01/2025,06:00,Clear,12.2,0.0,10000.0
WS-NORTH,14/01/2025,07:00,CLEAR,13.7,0.0,10000.0
WS-NORTH,14/01/2025,08:00,Clear,14.0,0.0,10000.0
WS-NORTH,14/01/2025,09:00,CLEAR,13.3,0.0,10000.0
WS-NORTH,14/01/2025,10:00,clear,15.1,0.0,10000.0
WS-NORTH,14/01/2025,11:00,rain ,17.7,6.3,2791.0
WS-NORTH,14/01/2025,12:00,rain ,18.0,2.5,2122.0
WS-NORTH,14/01/2025,13:00,Rain,18.9,4.0,3512.0
WS-NORTH,14/01/2025,14:00,Rain,21.2,3.7,3492.0
WS-NORTH,14/01/2025,15:00,Clear,20.3,0.0,10000.0
WS-NORTH,14/01/2025,16:00,Clear,17.6,0.0,10000.0
WS-NORTH,14/01/2025,17:00,CLEAR,18.4,0.0,10000.0
WS-NORTH,14/01/2025,18:00,cloudy,20.7,0.0,10000.0
WS-NORTH,14/01/2025,19:00,Cloudy,19.1,0.0,10000.0
WS-NORTH,14/01/2025,20:00,Cloudy,15.0,0.0,10000.0
WS-NORTH,14/01/2025,21:00,Cloudy,15.8,0.0,10000.0
WS-NORTH,14/01/2025,22:00,Cloudy,12.0,0.0,10000.0
WS-NORTH,14/01/2025,23:00,CLEAR,12.4,0.0,10000.0
WS-NORTH,15/01/2025,00:00,Clear,11.1,0.0,10000.0
WS-NORTH,15/01/2025,01:00,clear,11.4,0.0,10000.0
WS-NORTH,15/01/2025,02:00,Clear,10.1,0.0,10000.0
WS-NORTH,15/01/2025,03:00,clear,11.1,0.0,10000.0
WS-NORTH,15/01/2025,04:00,Clear,9.6,0.0,10000.0
WS-NORTH,15/01/2025,05:00,cloudy,,0.0,10000.0
WS-NORTH,15/01/2025,06:00,Overcast,9.5,0.0,10000.0
WS-NORTH,15/01/2025,07:00,Cloudy,12.6,0.0,10000.0
WS-NORTH,15/01/2025,08:00,Cloudy,13.3,0.0,10000.0
WS-NORTH,15/01/2025,09:00,Cloudy,15.8,0.0,10000.0
WS-NORTH,15/01/2025,10:00,Clear,15.8,0.0,10000.0
WS-NORTH,15/01/2025,11:00,Clear,15.6,0.0,10000.0
WS-NORTH,15/01/2025,12:00,CLEAR,17.5,0.0,10000.0
WS-NORTH,15/01/2025,13:00,clear,16.9,0.0,10000.0
WS-NORTH,15/01/2025,14:00,Clear,21.4,0.0,10000.0
WS-NORTH,15/01/2025,15:00,Clear,20.6,0.0,10000.0
WS-NORTH,15/01/2025,16:00,Clear,22.8,0.0,10000.0
WS-NORTH,15/01/2025,17:00,CLEAR,19.2,0.0,10000.0
WS-NORTH,15/01/2025,18:00,Clear,18.9,0.0,10000.0
WS-NORTH,15/01/2025,19:00,CLEAR,16.9,0.0,10000.0
WS-NORTH,15/01/2025,20:00,CLEAR,17.1,0.0,10000.0
WS-NORTH,15/01/2025,21:00,clear,12.9,0.0,10000.0
WS-NORTH,15/01/2025,22:00,Clear,11.4,0.0,10000.0
WS-NORTH,15/01/2025,23:00,Clear,13.0,0.0,10000.0
WS-NORTH,16/01/2025,00:00,Clear,10.8,0.0,10000.0
WS-NORTH,16/01/2025,01:00,Clear,10.9,0.0,10000.0
WS-NORTH,16/01/2025,02:00,Cloudy,9.5,0.0,10000.0
WS-NORTH,16/01/2025,03:00,cloudy,9.9,0.0,10000.0
WS-NORTH,16/01/2025,04:00,Cloudy,10.4,0.0,10000.0
WS-NORTH,16/01/2025,05:00,Overcast,9.2,0.0,10000.0
WS-NORTH,16/01/2025,06:00,Cloudy,9.8,0.0,10000.0
WS-NORTH,16/01/2025,07:00,Overcast,10.3,0.0,10000.0
WS-NORTH,16/01/2025,08:00,cloudy,13.9,0.0,10000.0
WS-NORTH,16/01/2025,09:00,clear,12.4,0.0,10000.0
WS-NORTH,16/01/2025,10:00,Clear,17.8,0.0,10000.0
WS-NORTH,16/01/2025,11:00,Clear,14.8,0.0,10000.0
WS-NORTH,16/01/2025,12:00,Clear,18.6,0.0,10000.0
WS-NORTH,16/01/2025,13:00,Clear,18.5,0.0,10000.0
WS-NORTH,16/01/2025,14:00,Clear,20.3,0.0,10000.0
WS-NORTH,16/01/2025,15:00,Clear,20.5,0.0,10000.0
WS-NORTH,16/01/2025,16:00,Clear,20.9,0.0,10000.0
WS-NORTH,16/01/2025,17:00,Clear,18.9,0.0,10000.0
WS-NORTH,16/01/2025,18:00,Clear,16.7,0.0,10000.0
WS-NORTH,16/01/2025,19:00,Clear,17.0,0.0,10000.0
WS-NORTH,16/01/2025,20:00,Clear,15.7,0.0,10000.0
WS-NORTH,16/01/2025,21:00,Clear,14.9,0.0,10000.0
WS-NORTH,16/01/2025,22:00,Clear,12.9,0.0,10000.0
